rp,population,rp_start,rp_end,cont_enrollment,age_grp,gender,state,lob,plantyp,datasource,mm
CURRENT,IP,4/1/2018,3/31/2019,1,35-44,2,WY,COMMERCIAL,PPO,IBM-CCAE,106
CURRENT,IP,4/1/2018,3/31/2019,1,55-64,F,MIDDLE ATLANTIC,COM,POS,OPTUM-SES,224
PRIOR,IP,4/1/2017,3/31/2018,0,18-34,1,NC,COMMERCIAL,Unknown,IBM-CCAE,22
CURRENT,B.O.B,4/1/2018,3/31/2019,0,45-54,1,FL,COMMERCIAL,Others,IBM-CCAE,553
CURRENT,IP,4/1/2018,3/31/2019,0,35-44,M,UNKNOWN,COM,OTH,OPTUM-SES,34
PRIOR,IP,4/1/2017,3/31/2018,0,65 AND OLDER,2,AK,COMMERCIAL,PPO,IBM-MDCR,1
PRIOR,B.O.B,4/1/2017,3/31/2018,1,35-44,1,AZ,COMMERCIAL,HMO,IBM-CCAE,7308
CURRENT,B.O.B,4/1/2018,3/31/2019,0,65 AND OLDER,1,RI,COMMERCIAL,CDHP/HDHP,IBM-CCAE,541
PRIOR,IP,4/1/2017,3/31/2018,1,65 AND OLDER,1,OH,COMMERCIAL,Non-Cap POS,IBM-MDCR,5
PRIOR,IP,4/1/2017,3/31/2018,0,18-34,2,FL,COMMERCIAL,Cap POS,IBM-CCAE,742
CURRENT,B.O.B,4/1/2018,3/31/2019,0,55-64,2,IA,COMMERCIAL,Others,IBM-CCAE,404
PRIOR,B.O.B,4/1/2017,3/31/2018,0,18-34,1,MD,COMMERCIAL,CDHP/HDHP,IBM-CCAE,17142
CURRENT,B.O.B,4/1/2018,3/31/2019,1,35-44,2,VT,COMMERCIAL,CDHP/HDHP,IBM-CCAE,1530
PRIOR,IP,4/1/2017,3/31/2018,1,55-64,F,WEST SOUTH CENTRAL,COM,PPO,OPTUM-SES,17
PRIOR,IP,4/1/2017,3/31/2018,0,55-64,1,CO,COMMERCIAL,Non-Cap POS,IBM-CCAE,1
CURRENT,B.O.B,4/1/2018,3/31/2019,0,0-17,2,WA,COMMERCIAL,CDHP/HDHP,IBM-CCAE,8074
CURRENT,B.O.B,4/1/2018,3/31/2019,0,55-64,M,WEST NORTH CENTRAL,COM,POS,OPTUM-SES,4258
PRIOR,IP,4/1/2017,3/31/2018,1,0-17,2,AR,COMMERCIAL,Non-Cap POS,IBM-CCAE,12
CURRENT,B.O.B,4/1/2018,3/31/2019,0,55-64,2,WY,COMMERCIAL,Others,IBM-CCAE,6
CURRENT,IP,4/1/2018,3/31/2019,1,35-44,1,GA,COMMERCIAL,Others,IBM-CCAE,48
CURRENT,B.O.B,4/1/2018,3/31/2019,0,65 AND OLDER,1,IN,COMMERCIAL,HMO,IBM-CCAE,312
PRIOR,B.O.B,4/1/2017,3/31/2018,0,55-64,F,PACIFIC,COM,POS,OPTUM-SES,78506
PRIOR,IP,4/1/2017,3/31/2018,1,0-17,2,MN,COMMERCIAL,CDHP/HDHP,IBM-CCAE,48
CURRENT,B.O.B,4/1/2018,3/31/2019,1,55-64,1,WA,COMMERCIAL,Others,IBM-CCAE,2656
CURRENT,B.O.B,4/1/2018,3/31/2019,1,45-54,M,EAST SOUTH CENTRAL,MCR,PPO,OPTUM-SES,28
PRIOR,IP,4/1/2017,3/31/2018,0,35-44,1,VA,COMMERCIAL,CDHP/HDHP,IBM-CCAE,83
CURRENT,IP,4/1/2018,3/31/2019,1,65 AND OLDER,2,MI,COMMERCIAL,Non-Cap POS,IBM-CCAE,52
CURRENT,IP,4/1/2018,3/31/2019,1,18-34,M,WEST SOUTH CENTRAL,COM,POS,OPTUM-SES,354
PRIOR,B.O.B,4/1/2017,3/31/2018,0,45-54,2,MI,COMMERCIAL,PPO,IBM-MDCR,494
PRIOR,B.O.B,4/1/2017,3/31/2018,1,65 AND OLDER,1,GA,COMMERCIAL,Others,IBM-CCAE,2239
CURRENT,B.O.B,4/1/2018,3/31/2019,0,35-44,2,VA,COMMERCIAL,Others,IBM-CCAE,697
PRIOR,IP,4/1/2017,3/31/2018,0,18-34,2,LA,COMMERCIAL,Others,IBM-CCAE,1
PRIOR,IP,4/1/2017,3/31/2018,1,0-17,1,KY,COMMERCIAL,HMO,IBM-CCAE,25
CURRENT,IP,4/1/2018,3/31/2019,0,55-64,1,MS,COMMERCIAL,PPO,IBM-CCAE,86
PRIOR,B.O.B,4/1/2017,3/31/2018,0,65 AND OLDER,1,KY,COMMERCIAL,PPO,IBM-MDCR,2611
PRIOR,B.O.B,4/1/2017,3/31/2018,1,45-54,1,WA,COMMERCIAL,Unknown,IBM-CCAE,1269
CURRENT,B.O.B,4/1/2018,3/31/2019,1,45-54,2,UN,COMMERCIAL,Cap POS,IBM-CCAE,478
PRIOR,B.O.B,4/1/2017,3/31/2018,1,55-64,1,NJ,COMMERCIAL,Non-Cap POS,IBM-CCAE,38816
PRIOR,B.O.B,4/1/2017,3/31/2018,0,0-17,1,MO,COMMERCIAL,Unknown,IBM-CCAE,746
CURRENT,IP,4/1/2018,3/31/2019,0,18-34,1,IN,COMMERCIAL,CDHP/HDHP,IBM-CCAE,85
PRIOR,B.O.B,4/1/2017,3/31/2018,0,65 AND OLDER,1,AK,COMMERCIAL,CDHP/HDHP,IBM-CCAE,86
PRIOR,B.O.B,4/1/2017,3/31/2018,0,45-54,1,MO,COMMERCIAL,CDHP/HDHP,IBM-CCAE,10434
CURRENT,B.O.B,4/1/2018,3/31/2019,0,35-44,1,ND,COMMERCIAL,Non-Cap POS,IBM-CCAE,161
PRIOR,B.O.B,4/1/2017,3/31/2018,0,55-64,1,FL,COMMERCIAL,Non-Cap POS,IBM-MDCR,17
CURRENT,IP,4/1/2018,3/31/2019,0,18-34,1,IN,COMMERCIAL,Others,IBM-CCAE,21
PRIOR,B.O.B,4/1/2017,3/31/2018,1,0-17,M,WEST NORTH CENTRAL,COM,POS,OPTUM-SES,99092
PRIOR,IP,4/1/2017,3/31/2018,0,35-44,2,CO,COMMERCIAL,Others,IBM-CCAE,11
PRIOR,B.O.B,4/1/2017,3/31/2018,0,45-54,1,NY,COMMERCIAL,HMO,IBM-CCAE,42665
CURRENT,B.O.B,4/1/2018,3/31/2019,1,18-34,1,NY,COMMERCIAL,CDHP/HDHP,IBM-CCAE,103768
PRIOR,B.O.B,4/1/2017,3/31/2018,0,65 AND OLDER,1,HI,COMMERCIAL,Others,IBM-CCAE,4
PRIOR,B.O.B,4/1/2017,3/31/2018,1,45-54,2,UT,COMMERCIAL,HMO,IBM-CCAE,1609
CURRENT,B.O.B,4/1/2018,3/31/2019,0,65 AND OLDER,2,OR,COMMERCIAL,CDHP/HDHP,IBM-CCAE,653
PRIOR,B.O.B,4/1/2017,3/31/2018,1,65 AND OLDER,2,PR,COMMERCIAL,Others,IBM-MDCR,156
PRIOR,B.O.B,4/1/2017,3/31/2018,0,18-34,1,TX,COMMERCIAL,CDHP/HDHP,IBM-CCAE,141450
CURRENT,IP,4/1/2018,3/31/2019,0,45-54,1,TX,COMMERCIAL,CDHP/HDHP,IBM-CCAE,382
PRIOR,IP,4/1/2017,3/31/2018,0,45-54,2,NE,COMMERCIAL,HMO,IBM-CCAE,5
CURRENT,B.O.B,4/1/2018,3/31/2019,1,35-44,2,CT,COMMERCIAL,CDHP/HDHP,IBM-CCAE,11410
CURRENT,B.O.B,4/1/2018,3/31/2019,0,18-34,F,WEST SOUTH CENTRAL,COM,OTH,OPTUM-SES,9
CURRENT,IP,4/1/2018,3/31/2019,1,45-54,1,UN,COMMERCIAL,HMO,IBM-MDCR,12
PRIOR,IP,4/1/2017,3/31/2018,1,55-64,1,AZ,COMMERCIAL,HMO,IBM-CCAE,178
CURRENT,B.O.B,4/1/2018,3/31/2019,0,35-44,1,IL,COMMERCIAL,PPO,IBM-CCAE,35016
PRIOR,IP,4/1/2017,3/31/2018,0,35-44,2,AL,COMMERCIAL,Others,IBM-CCAE,6
PRIOR,B.O.B,4/1/2017,3/31/2018,1,65 AND OLDER,1,CA,COMMERCIAL,Cap POS,IBM-CCAE,12
CURRENT,IP,4/1/2018,3/31/2019,0,35-44,1,MD,COMMERCIAL,CDHP/HDHP,IBM-CCAE,38
PRIOR,B.O.B,4/1/2017,3/31/2018,1,45-54,1,OR,COMMERCIAL,Others,IBM-CCAE,800
CURRENT,B.O.B,4/1/2018,3/31/2019,1,45-54,2,UN,COMMERCIAL,Unknown,IBM-CCAE,7311
CURRENT,IP,4/1/2018,3/31/2019,1,45-54,M,WEST SOUTH CENTRAL,COM,PPO,OPTUM-SES,4
PRIOR,IP,4/1/2017,3/31/2018,0,35-44,1,MO,COMMERCIAL,Unknown,IBM-CCAE,8
PRIOR,B.O.B,4/1/2017,3/31/2018,1,35-44,2,TN,COMMERCIAL,HMO,IBM-CCAE,5583
CURRENT,IP,4/1/2018,3/31/2019,1,55-64,2,OR,COMMERCIAL,HMO,IBM-CCAE,143
PRIOR,B.O.B,4/1/2017,3/31/2018,0,0-17,1,NJ,COMMERCIAL,Cap POS,IBM-CCAE,137
PRIOR,B.O.B,4/1/2017,3/31/2018,0,35-44,1,UT,COMMERCIAL,Others,IBM-CCAE,126
PRIOR,IP,4/1/2017,3/31/2018,1,65 AND OLDER,1,OK,COMMERCIAL,Non-Cap POS,IBM-MDCR,1
CURRENT,IP,4/1/2018,3/31/2019,0,18-34,2,ME,COMMERCIAL,HMO,IBM-CCAE,16
PRIOR,B.O.B,4/1/2017,3/31/2018,0,0-17,F,PACIFIC,COM,EPO,OPTUM-SES,18165
PRIOR,IP,4/1/2017,3/31/2018,1,18-34,1,MA,COMMERCIAL,Non-Cap POS,IBM-CCAE,668
CURRENT,IP,4/1/2018,3/31/2019,1,55-64,2,NJ,COMMERCIAL,Non-Cap POS,IBM-CCAE,1190
CURRENT,B.O.B,4/1/2018,3/31/2019,1,18-34,F,WEST NORTH CENTRAL,COM,OTH,OPTUM-SES,10982
PRIOR,B.O.B,4/1/2017,3/31/2018,0,65 AND OLDER,1,WY,COMMERCIAL,CDHP/HDHP,IBM-CCAE,119
CURRENT,B.O.B,4/1/2018,3/31/2019,1,18-34,1,UN,COMMERCIAL,HMO,IBM-CCAE,278383
PRIOR,B.O.B,4/1/2017,3/31/2018,0,35-44,F,WEST SOUTH CENTRAL,COM,POS,OPTUM-SES,222982
CURRENT,B.O.B,4/1/2018,3/31/2019,1,65 AND OLDER,2,OK,COMMERCIAL,HMO,IBM-MDCR,24
PRIOR,B.O.B,4/1/2017,3/31/2018,1,0-17,1,NE,COMMERCIAL,Non-Cap POS,IBM-CCAE,1077
CURRENT,IP,4/1/2018,3/31/2019,1,18-34,2,DC,COMMERCIAL,HMO,IBM-CCAE,1
PRIOR,IP,4/1/2017,3/31/2018,0,18-34,2,OR,COMMERCIAL,CDHP/HDHP,IBM-CCAE,14
PRIOR,B.O.B,4/1/2017,3/31/2018,1,65 AND OLDER,2,WA,COMMERCIAL,Others,IBM-CCAE,477
CURRENT,B.O.B,4/1/2018,3/31/2019,1,45-54,1,NH,COMMERCIAL,HMO,IBM-CCAE,1207
PRIOR,B.O.B,4/1/2017,3/31/2018,0,0-17,2,CA,COMMERCIAL,Non-Cap POS,IBM-CCAE,9614
PRIOR,B.O.B,4/1/2017,3/31/2018,1,0-17,2,CO,COMMERCIAL,PPO,IBM-CCAE,155043
CURRENT,IP,4/1/2018,3/31/2019,1,18-34,1,SD,COMMERCIAL,CDHP/HDHP,IBM-CCAE,4
PRIOR,B.O.B,4/1/2017,3/31/2018,0,65 AND OLDER,1,AL,COMMERCIAL,Unknown,IBM-MDCR,36
PRIOR,B.O.B,4/1/2017,3/31/2018,0,35-44,1,NH,COMMERCIAL,Others,IBM-CCAE,65
CURRENT,IP,4/1/2018,3/31/2019,1,35-44,1,KS,COMMERCIAL,Unknown,IBM-CCAE,16
PRIOR,B.O.B,4/1/2017,3/31/2018,0,65 AND OLDER,2,DC,COMMERCIAL,Others,IBM-MDCR,68
PRIOR,B.O.B,4/1/2017,3/31/2018,0,0-17,1,MI,COMMERCIAL,CDHP/HDHP,IBM-CCAE,22960
CURRENT,IP,4/1/2018,3/31/2019,0,35-44,2,MI,COMMERCIAL,HMO,IBM-CCAE,137
PRIOR,B.O.B,4/1/2017,3/31/2018,1,65 AND OLDER,1,GA,COMMERCIAL,PPO,IBM-MDCR,20191
PRIOR,B.O.B,4/1/2017,3/31/2018,0,35-44,2,WV,COMMERCIAL,CDHP/HDHP,IBM-CCAE,2642
CURRENT,IP,4/1/2018,3/31/2019,0,35-44,1,DE,COMMERCIAL,PPO,IBM-CCAE,38
CURRENT,B.O.B,4/1/2018,3/31/2019,0,65 AND OLDER,2,WI,COMMERCIAL,Unknown,IBM-MDCR,170
PRIOR,IP,4/1/2017,3/31/2018,1,45-54,1,OH,COMMERCIAL,Others,IBM-CCAE,59
CURRENT,IP,4/1/2018,3/31/2019,1,35-44,1,ID,COMMERCIAL,HMO,IBM-CCAE,80
PRIOR,IP,4/1/2017,3/31/2018,1,65 AND OLDER,2,NC,COMMERCIAL,Others,IBM-MDCR,328
PRIOR,B.O.B,4/1/2017,3/31/2018,0,0-17,1,HI,COMMERCIAL,Unknown,IBM-CCAE,71
CURRENT,B.O.B,4/1/2018,3/31/2019,1,65 AND OLDER,2,KY,COMMERCIAL,CDHP/HDHP,IBM-CCAE,4031
PRIOR,B.O.B,4/1/2017,3/31/2018,0,18-34,2,MT,COMMERCIAL,Unknown,IBM-CCAE,37
CURRENT,B.O.B,4/1/2018,3/31/2019,0,45-54,1,MD,COMMERCIAL,Non-Cap POS,IBM-CCAE,1332
CURRENT,B.O.B,4/1/2018,3/31/2019,0,18-34,F,MOUNTAIN,MCR,HMO,OPTUM-SES,100
PRIOR,B.O.B,4/1/2017,3/31/2018,1,0-17,1,UN,COMMERCIAL,HMO,IBM-CCAE,316753
CURRENT,IP,4/1/2018,3/31/2019,1,18-34,1,CA,COMMERCIAL,PPO,IBM-CCAE,2583
CURRENT,B.O.B,4/1/2018,3/31/2019,0,45-54,M,MOUNTAIN,COM,EPO,OPTUM-SES,1018
PRIOR,B.O.B,4/1/2017,3/31/2018,1,55-64,1,CT,COMMERCIAL,Others,IBM-CCAE,10254
CURRENT,B.O.B,4/1/2018,3/31/2019,0,45-54,2,FL,COMMERCIAL,Unknown,IBM-CCAE,23131
CURRENT,B.O.B,4/1/2018,3/31/2019,1,35-44,F,EAST NORTH CENTRAL,MCR,HMO,OPTUM-SES,16
PRIOR,B.O.B,4/1/2017,3/31/2018,0,65 AND OLDER,2,MS,COMMERCIAL,Others,IBM-MDCR,9580
PRIOR,IP,4/1/2017,3/31/2018,1,0-17,2,ND,COMMERCIAL,PPO,IBM-CCAE,2
CURRENT,B.O.B,4/1/2018,3/31/2019,1,55-64,1,VT,COMMERCIAL,HMO,IBM-CCAE,595
CURRENT,B.O.B,4/1/2018,3/31/2019,0,65 AND OLDER,1,MS,COMMERCIAL,Others,IBM-MDCR,6
PRIOR,IP,4/1/2017,3/31/2018,1,65 AND OLDER,2,ND,COMMERCIAL,PPO,IBM-CCAE,4
CURRENT,B.O.B,4/1/2018,3/31/2019,0,35-44,1,MS,COMMERCIAL,HMO,IBM-CCAE,55
PRIOR,IP,4/1/2017,3/31/2018,0,65 AND OLDER,2,AR,COMMERCIAL,CDHP/HDHP,IBM-CCAE,29
CURRENT,B.O.B,4/1/2018,3/31/2019,1,18-34,1,KY,COMMERCIAL,Non-Cap POS,IBM-CCAE,4481
PRIOR,B.O.B,4/1/2017,3/31/2018,1,55-64,F,UNKNOWN,COM,HMO,OPTUM-SES,551
PRIOR,B.O.B,4/1/2017,3/31/2018,1,65 AND OLDER,2,CA,COMMERCIAL,HMO,IBM-CCAE,28580
CURRENT,IP,4/1/2018,3/31/2019,0,45-54,2,DE,COMMERCIAL,Others,IBM-CCAE,6
PRIOR,B.O.B,4/1/2017,3/31/2018,0,65 AND OLDER,2,AL,COMMERCIAL,Non-Cap POS,IBM-MDCR,375
PRIOR,IP,4/1/2017,3/31/2018,1,55-64,2,TX,COMMERCIAL,PPO,IBM-CCAE,12617
CURRENT,B.O.B,4/1/2018,3/31/2019,0,18-34,1,ID,COMMERCIAL,Unknown,IBM-CCAE,1199
PRIOR,IP,4/1/2017,3/31/2018,0,45-54,2,CA,COMMERCIAL,Non-Cap POS,IBM-CCAE,93
CURRENT,IP,4/1/2018,3/31/2019,1,45-54,1,ME,COMMERCIAL,CDHP/HDHP,IBM-CCAE,123
CURRENT,B.O.B,4/1/2018,3/31/2019,0,45-54,F,NEW ENGLAND,COM,POS,OPTUM-SES,1597
PRIOR,IP,4/1/2017,3/31/2018,0,45-54,2,WI,COMMERCIAL,CDHP/HDHP,IBM-CCAE,177
PRIOR,IP,4/1/2017,3/31/2018,1,45-54,1,NC,COMMERCIAL,HMO,IBM-CCAE,442
CURRENT,IP,4/1/2018,3/31/2019,0,65 AND OLDER,2,IN,COMMERCIAL,PPO,IBM-CCAE,179
PRIOR,IP,4/1/2017,3/31/2018,1,18-34,1,NJ,COMMERCIAL,Others,IBM-CCAE,186
CURRENT,B.O.B,4/1/2018,3/31/2019,0,55-64,2,MI,COMMERCIAL,Others,IBM-CCAE,732
CURRENT,IP,4/1/2018,3/31/2019,1,18-34,2,CT,COMMERCIAL,Non-Cap POS,IBM-CCAE,86
PRIOR,IP,4/1/2017,3/31/2018,1,35-44,2,IL,COMMERCIAL,CDHP/HDHP,IBM-CCAE,608
PRIOR,B.O.B,4/1/2017,3/31/2018,0,35-44,2,KY,COMMERCIAL,CDHP/HDHP,IBM-CCAE,16912
CURRENT,IP,4/1/2018,3/31/2019,1,0-17,1,CO,COMMERCIAL,CDHP/HDHP,IBM-CCAE,48
CURRENT,IP,4/1/2018,3/31/2019,1,65 AND OLDER,1,IN,COMMERCIAL,Unknown,IBM-MDCR,6
PRIOR,IP,4/1/2017,3/31/2018,1,0-17,2,DE,COMMERCIAL,PPO,IBM-CCAE,145
CURRENT,B.O.B,4/1/2018,3/31/2019,0,0-17,2,AL,COMMERCIAL,Non-Cap POS,IBM-CCAE,920
PRIOR,B.O.B,4/1/2017,3/31/2018,0,18-34,1,ME,COMMERCIAL,HMO,IBM-CCAE,1312
CURRENT,B.O.B,4/1/2018,3/31/2019,1,65 AND OLDER,2,ID,COMMERCIAL,CDHP/HDHP,IBM-CCAE,322
PRIOR,B.O.B,4/1/2017,3/31/2018,0,55-64,F,EAST NORTH CENTRAL,COM,OTH,OPTUM-SES,698
PRIOR,B.O.B,4/1/2017,3/31/2018,1,0-17,1,VA,COMMERCIAL,Non-Cap POS,IBM-CCAE,14484
PRIOR,B.O.B,4/1/2017,3/31/2018,1,35-44,1,NV,COMMERCIAL,Non-Cap POS,IBM-CCAE,2799
CURRENT,B.O.B,4/1/2018,3/31/2019,1,55-64,2,AZ,COMMERCIAL,CDHP/HDHP,IBM-CCAE,62156
PRIOR,IP,4/1/2017,3/31/2018,0,35-44,2,NC,COMMERCIAL,CDHP/HDHP,IBM-CCAE,303
CURRENT,IP,4/1/2018,3/31/2019,1,18-34,1,AZ,COMMERCIAL,PPO,IBM-CCAE,605
CURRENT,IP,4/1/2018,3/31/2019,1,18-34,F,SOUTH ATLANTIC,COM,EPO,OPTUM-SES,386
PRIOR,IP,4/1/2017,3/31/2018,1,45-54,1,KY,COMMERCIAL,Unknown,IBM-CCAE,3
CURRENT,B.O.B,4/1/2018,3/31/2019,0,0-17,2,ME,COMMERCIAL,CDHP/HDHP,IBM-CCAE,903
CURRENT,B.O.B,4/1/2018,3/31/2019,0,55-64,1,MD,COMMERCIAL,Others,IBM-CCAE,162
PRIOR,IP,4/1/2017,3/31/2018,1,65 AND OLDER,1,RI,COMMERCIAL,CDHP/HDHP,IBM-MDCR,12
PRIOR,IP,4/1/2017,3/31/2018,0,18-34,2,NY,COMMERCIAL,CDHP/HDHP,IBM-CCAE,253
CURRENT,IP,4/1/2018,3/31/2019,1,45-54,2,VA,COMMERCIAL,Others,IBM-CCAE,6
PRIOR,B.O.B,4/1/2017,3/31/2018,1,18-34,1,MI,COMMERCIAL,Others,IBM-CCAE,186067
PRIOR,IP,4/1/2017,3/31/2018,0,45-54,1,MS,COMMERCIAL,Non-Cap POS,IBM-CCAE,83
CURRENT,B.O.B,4/1/2018,3/31/2019,1,55-64,1,IN,COMMERCIAL,HMO,IBM-CCAE,5877
CURRENT,B.O.B,4/1/2018,3/31/2019,1,65 AND OLDER,2,WA,COMMERCIAL,HMO,IBM-MDCR,878
PRIOR,B.O.B,4/1/2017,3/31/2018,1,45-54,1,IA,COMMERCIAL,Others,IBM-CCAE,273
CURRENT,B.O.B,4/1/2018,3/31/2019,1,18-34,2,AR,COMMERCIAL,CDHP/HDHP,IBM-CCAE,13307
PRIOR,B.O.B,4/1/2017,3/31/2018,0,45-54,2,VT,COMMERCIAL,Others,IBM-CCAE,17
CURRENT,B.O.B,4/1/2018,3/31/2019,1,65 AND OLDER,2,ME,COMMERCIAL,PPO,IBM-CCAE,1118
PRIOR,B.O.B,4/1/2017,3/31/2018,1,18-34,F,MOUNTAIN,COM,POS,OPTUM-SES,170589
CURRENT,B.O.B,4/1/2018,3/31/2019,0,55-64,2,IA,COMMERCIAL,PPO,IBM-MDCR,18
PRIOR,B.O.B,4/1/2017,3/31/2018,0,45-54,2,PR,COMMERCIAL,CDHP/HDHP,IBM-CCAE,37
CURRENT,IP,4/1/2018,3/31/2019,1,45-54,2,MA,COMMERCIAL,HMO,IBM-CCAE,400
PRIOR,IP,4/1/2017,3/31/2018,1,65 AND OLDER,2,NC,COMMERCIAL,Others,IBM-CCAE,21
PRIOR,B.O.B,4/1/2017,3/31/2018,0,65 AND OLDER,2,CA,COMMERCIAL,HMO,IBM-CCAE,20966
CURRENT,IP,4/1/2018,3/31/2019,1,45-54,2,GA,COMMERCIAL,CDHP/HDHP,IBM-CCAE,942
PRIOR,B.O.B,4/1/2017,3/31/2018,1,45-54,1,OH,COMMERCIAL,Others,IBM-CCAE,20454
CURRENT,IP,4/1/2018,3/31/2019,1,18-34,1,MI,COMMERCIAL,Non-Cap POS,IBM-CCAE,63
CURRENT,IP,4/1/2018,3/31/2019,0,18-34,1,NY,COMMERCIAL,Unknown,IBM-CCAE,111
CURRENT,IP,4/1/2018,3/31/2019,0,55-64,1,IL,COMMERCIAL,Others,IBM-CCAE,17
PRIOR,IP,4/1/2017,3/31/2018,0,18-34,1,NC,COMMERCIAL,Others,IBM-CCAE,1
PRIOR,IP,4/1/2017,3/31/2018,1,35-44,1,LA,COMMERCIAL,Others,IBM-CCAE,2
CURRENT,IP,4/1/2018,3/31/2019,1,45-54,1,OH,COMMERCIAL,Others,IBM-CCAE,258
CURRENT,B.O.B,4/1/2018,3/31/2019,1,45-54,1,NJ,COMMERCIAL,Others,IBM-MDCR,12
PRIOR,B.O.B,4/1/2017,3/31/2018,1,18-34,1,WI,COMMERCIAL,CDHP/HDHP,IBM-CCAE,55400
CURRENT,B.O.B,4/1/2018,3/31/2019,0,0-17,1,NM,COMMERCIAL,Unknown,IBM-CCAE,163
PRIOR,B.O.B,4/1/2017,3/31/2018,1,65 AND OLDER,1,FL,COMMERCIAL,Unknown,IBM-CCAE,6417
CURRENT,B.O.B,4/1/2018,3/31/2019,0,35-44,2,AR,COMMERCIAL,HMO,IBM-CCAE,100
PRIOR,IP,4/1/2017,3/31/2018,0,45-54,F,PACIFIC,MCR,PPO,OPTUM-SES,8
PRIOR,IP,4/1/2017,3/31/2018,1,65 AND OLDER,1,MT,COMMERCIAL,Others,IBM-MDCR,28
PRIOR,B.O.B,4/1/2017,3/31/2018,0,35-44,1,SC,COMMERCIAL,CDHP/HDHP,IBM-CCAE,7000
CURRENT,B.O.B,4/1/2018,3/31/2019,0,55-64,1,NC,COMMERCIAL,Others,IBM-CCAE,74
PRIOR,B.O.B,4/1/2017,3/31/2018,1,45-54,2,MO,COMMERCIAL,HMO,IBM-CCAE,22539
PRIOR,B.O.B,4/1/2017,3/31/2018,0,35-44,2,DE,COMMERCIAL,Others,IBM-CCAE,57
CURRENT,IP,4/1/2018,3/31/2019,1,0-17,1,KY,COMMERCIAL,CDHP/HDHP,IBM-CCAE,43
PRIOR,IP,4/1/2017,3/31/2018,1,45-54,1,OK,COMMERCIAL,CDHP/HDHP,IBM-CCAE,118
CURRENT,IP,4/1/2018,3/31/2019,1,35-44,2,DC,COMMERCIAL,Others,IBM-CCAE,32
PRIOR,B.O.B,4/1/2017,3/31/2018,1,65 AND OLDER,M,WEST SOUTH CENTRAL,COM,POS,OPTUM-SES,22803
PRIOR,IP,4/1/2017,3/31/2018,0,65 AND OLDER,1,AL,COMMERCIAL,CDHP/HDHP,IBM-MDCR,10
PRIOR,B.O.B,4/1/2017,3/31/2018,0,45-54,2,TN,COMMERCIAL,Non-Cap POS,IBM-CCAE,1714
CURRENT,IP,4/1/2018,3/31/2019,0,45-54,2,MI,COMMERCIAL,PPO,IBM-CCAE,680
PRIOR,IP,4/1/2017,3/31/2018,1,18-34,1,AZ,COMMERCIAL,Others,IBM-CCAE,4
CURRENT,B.O.B,4/1/2018,3/31/2019,1,55-64,1,IA,COMMERCIAL,PPO,IBM-CCAE,42681
PRIOR,B.O.B,4/1/2017,3/31/2018,1,45-54,F,UNKNOWN,COM,PPO,OPTUM-SES,3829
CURRENT,IP,4/1/2018,3/31/2019,1,65 AND OLDER,1,TX,COMMERCIAL,Others,IBM-MDCR,6
PRIOR,IP,4/1/2017,3/31/2018,0,35-44,1,IA,COMMERCIAL,Non-Cap POS,IBM-CCAE,12
CURRENT,IP,4/1/2018,3/31/2019,0,35-44,1,VA,COMMERCIAL,Non-Cap POS,IBM-CCAE,11
PRIOR,B.O.B,4/1/2017,3/31/2018,1,65 AND OLDER,1,ID,COMMERCIAL,CDHP/HDHP,IBM-MDCR,48
PRIOR,B.O.B,4/1/2017,3/31/2018,1,65 AND OLDER,2,GA,COMMERCIAL,CDHP/HDHP,IBM-CCAE,3319
CURRENT,B.O.B,4/1/2018,3/31/2019,1,45-54,1,KS,COMMERCIAL,Others,IBM-CCAE,1192
PRIOR,IP,4/1/2017,3/31/2018,0,65 AND OLDER,1,NC,COMMERCIAL,CDHP/HDHP,IBM-CCAE,44
CURRENT,B.O.B,4/1/2018,3/31/2019,0,45-54,1,NM,COMMERCIAL,Unknown,IBM-CCAE,212
PRIOR,IP,4/1/2017,3/31/2018,0,45-54,F,WEST SOUTH CENTRAL,MCR,OTH,OPTUM-SES,196
PRIOR,IP,4/1/2017,3/31/2018,1,55-64,1,GA,COMMERCIAL,PPO,IBM-MDCR,22
PRIOR,IP,4/1/2017,3/31/2018,0,55-64,1,SC,COMMERCIAL,HMO,IBM-CCAE,221
CURRENT,B.O.B,4/1/2018,3/31/2019,0,35-44,2,NM,COMMERCIAL,HMO,IBM-CCAE,91
PRIOR,IP,4/1/2017,3/31/2018,0,0-17,2,UN,COMMERCIAL,PPO,IBM-CCAE,465
PRIOR,IP,4/1/2017,3/31/2018,1,18-34,2,WI,COMMERCIAL,CDHP/HDHP,IBM-CCAE,259
CURRENT,B.O.B,4/1/2018,3/31/2019,1,55-64,1,UN,COMMERCIAL,Unknown,IBM-CCAE,5786
CURRENT,B.O.B,4/1/2018,3/31/2019,0,65 AND OLDER,1,MA,COMMERCIAL,Unknown,IBM-MDCR,884
PRIOR,IP,4/1/2017,3/31/2018,1,35-44,1,OH,COMMERCIAL,HMO,IBM-CCAE,650
CURRENT,IP,4/1/2018,3/31/2019,1,55-64,1,NM,COMMERCIAL,Others,IBM-CCAE,5
PRIOR,IP,4/1/2017,3/31/2018,0,18-34,1,AL,COMMERCIAL,PPO,IBM-CCAE,317
CURRENT,IP,4/1/2018,3/31/2019,0,45-54,1,OK,COMMERCIAL,Non-Cap POS,IBM-CCAE,2
